"IDpol","OccurDate","Payment","IDclaim","Guarantee"
"90165973.100a",2003-02-09,98,"8601","TPL"
"90179681.100a",2003-02-09,704,"8647","TPL"
"90180966.100a",2003-02-09,897,"12581","TPL"
"90184765.100a",2003-02-09,0,"8491","TPL"
"90184955.100a",2003-02-09,113,"8402","Damage"
"90191096.100b",2003-02-09,673,"8771","TPL"
"90103504.10a",2003-02-10,897,"8321","TPL"
"90111380.100a",2003-02-10,78,"9016","TPL"
"90122983.101a",2003-02-10,0,"8753","TPL"
"90126061.101a",2003-02-10,22,"8493","TPL"
"90127360.101a",2003-02-10,75,"8882","Windscreen"
"90127673.101a",2003-02-10,605,"8363","Windscreen"
"90127779.101b",2003-02-10,0,"8506","TPL"
"90130923.100a",2003-02-10,1268,"8482","Theft"
"90132380.100b",2003-02-10,1875,"8282","TPL"
"90132650.100a",2003-02-10,897,"8380","TPL"
"90145749.100a",2003-02-10,252,"8610","Windscreen"
"90147408.100a",2003-02-10,78,"8347","TPL"
"90149570.100a",2003-02-10,588,"8637","TPL"
"90149987.102a",2003-02-10,298,"9227","Windscreen"
"90175960.100a",2003-02-10,897,"8565","TPL"
"90178327.100b",2003-02-10,488,"10282","TPL"
"90188779.100a",2003-02-10,13843,"8339","TPL"
"90193814.100a",2003-02-10,299,"9990","Windscreen"
"1007418.101a",2003-02-11,234,"8930","Windscreen"
"10100048.101a",2003-02-11,1664,"8631","Damage"
"90100736.10a",2003-02-11,186,"8892","Windscreen"
"90113339.101a",2003-02-11,10927,"8497","TPL"
"90118265.101b",2003-02-11,1121,"12586","TPL"
"90127790.101a",2003-02-11,449,"8400","TPL"
"90134916.100a",2003-02-11,81,"8672","Damage"
"90152202.100a",2003-02-11,0,"8463","TPL"
"90153369.100a",2003-02-11,105,"8530","TPL"
"90156334.101a",2003-02-11,625,"8478","TPL"
"90167838.100a",2003-02-11,2121,"8423","Theft"
"90181983.100a",2003-02-11,347,"13546","Windscreen"
"90190310.100a",2003-02-11,5474,"9876","TPL"
"90190579.100a",2003-02-11,813,"8267","Theft"
"1002353.100a",2003-02-12,853,"8368","Windscreen"
"1003820.100a",2003-02-12,897,"8407","TPL"
"20200711.10b",2003-02-12,1891,"8904","TPL"
"80100281.100b",2003-02-12,179,"9048","Windscreen"
"90103518.10a",2003-02-12,0,"8458","TPL"
"90114445.101b",2003-02-12,393,"8695","TPL"
"90134331.100a",2003-02-12,62,"8697","Windscreen"
"90156456.100a",2003-02-12,171,"9097","Windscreen"
"90157475.100a",2003-02-12,238,"8349","Windscreen"
"90167947.100a",2003-02-12,3455,"9208","TPL"
"90177940.100a",2003-02-12,400,"9335","Windscreen"
"90182248.100a",2003-02-12,275,"8844","Windscreen"
"90194814.100a",2003-02-12,244,"8435","Windscreen"
"50100261.101a",2003-02-13,228,"8884","Windscreen"
"90116863.102e",2003-02-13,73,"8941","Windscreen"
"90129374.101a",2003-02-13,485,"9024","Windscreen"
"90131508.100a",2003-02-13,525,"8718","Other"
"90132211.100a",2003-02-13,1402,"8521","TPL"
"90132828.100a",2003-02-13,3222,"8605","TPL"
"90134797.100a",2003-02-13,766,"8946","Windscreen"
"90135254.100b",2003-02-13,0,"8728","TPL"
"90140600.100a",2003-02-13,361,"8997","Windscreen"
"90146721.100c",2003-02-13,676,"8774","TPL"
"90150737.100a",2003-02-13,2452,"8411","TPL"
"90154781.100b",2003-02-13,702,"8405","TPL"
"90155802.101a",2003-02-13,95,"8992","Windscreen"
"90156451.100a",2003-02-13,165,"8456","Windscreen"
"90157489.100a",2003-02-13,237,"8517","TPL"
"90160011.100a",2003-02-13,83,"9260","Other"
"90162995.100a",2003-02-13,352,"8894","Windscreen"
"90169258.100b",2003-02-13,241,"8767","TPL"
"90179045.101a",2003-02-13,71,"8823","Damage"
"90180701.100a",2003-02-13,23,"8646","TPL"
"90185442.100b",2003-02-13,2576,"8741","TPL"
"90194017.101a",2003-02-13,272,"8924","TPL"
"1007655.100d",2003-02-14,384,"8934","Windscreen"
"90120760.101a",2003-02-14,1076,"8460","TPL"
"90133050.101a",2003-02-14,130,"8415","Windscreen"
"90134263.100a",2003-02-14,1022,"8752","Damage"
"90148059.100a",2003-02-14,0,"8620","TPL"
"90149794.100a",2003-02-14,6768,"8355","TPL"
"90151435.100b",2003-02-14,561,"8603","TPL"
"90155680.101a",2003-02-14,897,"8660","TPL"
"90165946.100a",2003-02-14,379,"8616","Windscreen"
"90168284.100a",2003-02-14,4273,"9046","TPL"
"90184067.100b",2003-02-14,525,"9575","Theft"
"90107373.101a",2003-02-15,349,"8509","Damage"
"90133464.101b",2003-02-15,533,"8555","Theft"
"90148232.100a",2003-02-15,2851,"8708","Damage"
"90153795.100b",2003-02-15,353,"12096","Damage"
"90157581.100b",2003-02-15,126,"9845","Windscreen"
"1001996.101a",2003-02-16,689,"10381","TPL"
"10200535.102a",2003-02-16,50,"8452","Windscreen"
"70200358.100a",2003-02-16,263,"8866","Windscreen"
"90102133.102b",2003-02-16,256,"10533","Windscreen"
"90111360.100c",2003-02-16,295,"9089","Windscreen"
"90113052.101a",2003-02-16,235,"8813","Windscreen"
"90131447.102a",2003-02-16,75,"8526","Windscreen"
"90145141.100b",2003-02-16,88,"8737","TPL"
"90145289.100a",2003-02-16,273,"8991","Windscreen"
"90146131.101a",2003-02-16,698,"9175","Damage"
"90146198.100a",2003-02-16,3116,"8608","TPL"
"90146613.100a",2003-02-16,736,"8582","Windscreen"
"90148809.100a",2003-02-16,346,"8556","TPL"
"90155606.100b",2003-02-16,305,"9001","Windscreen"
"90165195.100b",2003-02-16,436,"9215","Windscreen"
"90166874.100a",2003-02-16,2209,"8599","TPL"
"90172342.100a",2003-02-16,2325,"8735","Damage"
"90180824.100a",2003-02-16,131,"9818","Windscreen"
"70206322.10b",2003-02-17,897,"8891","TPL"
"90114546.101a",2003-02-17,1121,"8869","TPL"
"90123957.101a",2003-02-17,47,"10575","Windscreen"
"90131674.100c",2003-02-17,108,"8731","Damage"
"90133076.100a",2003-02-17,2452,"8655","TPL"
"90134412.100a",2003-02-17,897,"8566","TPL"
"90146580.100a",2003-02-17,1593,"8669","TPL"
"90149756.100c",2003-02-17,98,"8630","TPL"
"90151353.102a",2003-02-17,897,"8886","TPL"
"90166526.100a",2003-02-17,64,"8826","TPL"
"90180955.100a",2003-02-17,374,"8674","Windscreen"
"1000889.10a",2003-02-18,225,"8593","TPL"
"1005340.100b",2003-02-18,1664,"8677","Damage"
"90104126.101a",2003-02-18,186,"9419","Windscreen"
"90104651.101a",2003-02-18,2694,"8717","TPL"
"90125793.101a",2003-02-18,2098,"8561","TPL"
"90133793.100a",2003-02-18,496,"8857","TPL"
"90151681.100b",2003-02-18,81,"9070","Other"
"90152926.100b",2003-02-18,175,"9634","TPL"
"90155612.100a",2003-02-18,276,"9137","Windscreen"
"90155868.100a",2003-02-18,3822,"8836","Theft"
"90169880.100b",2003-02-18,666,"9363","TPL"
"90176740.100a",2003-02-18,255,"9059","TPL"
"90181882.100a",2003-02-18,2452,"8856","TPL"
"90182412.100a",2003-02-18,160,"8653","TPL"
"1003227.100a",2003-02-19,1463,"8725","TPL"
"20100114.10b",2003-02-19,279,"9213","TPL"
"90106099.101c",2003-02-19,1036,"8912","TPL"
"90107853.101a",2003-02-19,487,"8488","Windscreen"
"90108039.101a",2003-02-19,217,"8733","Windscreen"
"90115954.102a",2003-02-19,1692,"8581","TPL"
"90127502.101a",2003-02-19,141,"8619","Damage"
"90132794.100a",2003-02-19,897,"8769","TPL"
"90132997.100a",2003-02-19,1078,"8881","TPL"
"90170782.100c",2003-02-19,45,"8698","Windscreen"
"90178998.100b",2003-02-19,68,"8722","TPL"
"90181921.101b",2003-02-19,897,"9457","TPL"
"90189890.102b",2003-02-19,923,"8754","TPL"
"90190027.100b",2003-02-19,846,"8937","TPL"
"288.101b",2003-02-20,897,"8878","TPL"
"90109497.101b",2003-02-20,198,"9417","Windscreen"
"90127517.101b",2003-02-20,2064,"9252","Windscreen"
"90127656.101b",2003-02-20,897,"8780","TPL"
"90130983.100a",2003-02-20,326,"9210","Theft"
"90132147.101b",2003-02-20,389,"8724","TPL"
"90132902.100b",2003-02-20,1121,"9299","TPL"
"90133401.100a",2003-02-20,1398,"8828","TPL"
"90133855.100a",2003-02-20,135,"8865","Windscreen"
"90134103.100b",2003-02-20,311,"8625","Windscreen"
"90144627.100a",2003-02-20,687,"9023","TPL"
"90145541.100a",2003-02-20,453,"8914","TPL"
"90148800.100a",2003-02-20,897,"9546","TPL"
"90149116.101b",2003-02-20,3602,"8965","Damage"
"90159507.100a",2003-02-20,195,"10607","Windscreen"
"90159526.100a",2003-02-20,199,"8747","Windscreen"
"90165329.100c",2003-02-20,909,"8772","TPL"
"90166199.100a",2003-02-20,400,"8989","Damage"
"90167722.101a",2003-02-20,250,"9132","Windscreen"
"90174542.100c",2003-02-20,897,"8870","TPL"
"90186072.100a",2003-02-20,366,"9119","Windscreen"
"90188384.100a",2003-02-20,1059,"8933","TPL"
"90193075.100a",2003-02-20,1706,"8816","TPL"
"90194840.100b",2003-02-20,220,"8899","Windscreen"
"90104720.100a",2003-02-21,694,"8720","Theft"
"90111381.101b",2003-02-21,77,"8859","Windscreen"
"90132494.100a",2003-02-21,0,"10614","TPL"
"90155998.100b",2003-02-21,11388,"8807","Damage"
"90167846.100b",2003-02-21,191,"9050","Windscreen"
"90171079.101a",2003-02-21,443,"9192","TPL"
"90190216.100a",2003-02-21,5090,"9596","Theft"
"90125000.100a",2003-02-22,152,"9361","Windscreen"
"90145977.100a",2003-02-22,1261,"8673","TPL"
"90147717.101a",2003-02-22,419,"10982","Windscreen"
"90153376.100a",2003-02-22,424,"13697","Other"
"90174115.100a",2003-02-22,34,"9606","TPL"
"90194808.100b",2003-02-22,335,"11808","Windscreen"
"90133453.101b",2003-02-23,119,"9204","Windscreen"
"90133849.100a",2003-02-23,2608,"9264","TPL"
"90148758.100a",2003-02-23,321,"9027","TPL"
"90166300.100a",2003-02-23,349,"12055","Windscreen"
"90172347.100a",2003-02-23,0,"8730","TPL"
"90172880.100a",2003-02-23,246,"9551","Windscreen"
"60100350.10a",2003-02-24,487,"8839","TPL"
"90110334.10a",2003-02-24,1671,"8796","TPL"
"90111314.101a",2003-02-24,897,"8952","TPL"
"90121255.101a",2003-02-24,238,"9200","Windscreen"
"90124465.101a",2003-02-24,54,"9081","Theft"
"90128186.101a",2003-02-24,280,"11049","Windscreen"
"90131438.102b",2003-02-24,75,"9404","Windscreen"
"90133061.100a",2003-02-24,449,"8845","TPL"
"90133683.100a",2003-02-24,437,"9563","Windscreen"
"90135077.100b",2003-02-24,304,"9039","Windscreen"
"90151469.100a",2003-02-24,88,"9133","Windscreen"
"90152458.100b",2003-02-24,6328,"8877","TPL"
"90155993.100a",2003-02-24,1031,"8832","Damage"
"90160869.101b",2003-02-24,1330,"8727","Theft"
"90161623.101b",2003-02-24,284,"9122","Windscreen"
"90166425.100b",2003-02-24,86,"9855","Damage"
"90167730.100a",2003-02-24,1401,"9029","TPL"
"90168961.100a",2003-02-24,605,"9117","Windscreen"
"90187834.100a",2003-02-24,0,"9422","TPL"
"1011240.100b",2003-02-25,566,"10135","Windscreen"
"10200372.101a",2003-02-25,1606,"8976","TPL"
"80200028.10a",2003-02-25,204,"9838","Windscreen"
"90116490.101c",2003-02-25,897,"8974","TPL"
"90126133.101b",2003-02-25,266,"9406","Windscreen"
"90126860.101a",2003-02-25,27,"9169","TPL"
"90127509.101b",2003-02-25,0,"9521","Other"
"90133456.100a",2003-02-25,551,"9064","TPL"
"90134343.101b",2003-02-25,117,"9402","Windscreen"
"90134601.100a",2003-02-25,2738,"8956","TPL"
"90139756.100a",2003-02-25,475,"8913","Damage"
"90145235.100a",2003-02-25,149,"9879","Windscreen"
"90146767.100a",2003-02-25,99,"9410","Windscreen"
"90160037.100b",2003-02-25,164,"9327","Windscreen"
"90160804.102b",2003-02-25,108,"10830","Windscreen"
"90168890.100a",2003-02-25,267,"9121","Windscreen"
"90175876.101b",2003-02-25,448,"9374","Windscreen"
"90180824.100a",2003-02-25,840,"9755","TPL"
"90187088.100a",2003-02-25,560,"8919","TPL"
"90105743.100a",2003-02-26,1850,"8985","TPL"
"90110130.101a",2003-02-26,322,"9616","Windscreen"
"90124874.101b",2003-02-26,5477,"13408","TPL"
"90128402.101a",2003-02-26,4247,"9211","Damage"
"90128799.101b",2003-02-26,897,"12803","TPL"
"90130085.101a",2003-02-26,146,"9306","Windscreen"
"90132127.100c",2003-02-26,908,"8905","TPL"
"90132995.102a",2003-02-26,1204,"8858","Theft"
"90134761.102a",2003-02-26,68,"9544","Windscreen"
"90141548.100a",2003-02-26,62,"9102","Windscreen"
"90148626.100a",2003-02-26,0,"8987","Theft"
"90160107.100a",2003-02-26,55,"8967","TPL"
"90171938.100a",2003-02-26,230,"9567","Windscreen"
"90180349.100a",2003-02-26,1204,"8998","Theft"
"90182157.102a",2003-02-26,2102,"11517","TPL"
"20200251.10a",2003-02-27,2198,"9259","TPL"
"80200136.102a",2003-02-27,62,"9044","TPL"
"90104660.101a",2003-02-27,0,"9753","TPL"
"90107148.100a",2003-02-27,7985,"9045","TPL"
"90127487.101a",2003-02-27,114,"9288","Windscreen"
"90132553.100a",2003-02-27,1535,"9078","TPL"
"90147576.100a",2003-02-27,2094,"9171","TPL"
"90151166.100a",2003-02-27,458,"9347","Windscreen"
"90155362.101a",2003-02-27,92,"9172","TPL"
"90167722.101a",2003-02-27,344,"9543","TPL"
"90177917.100a",2003-02-27,897,"11858","TPL"
"90183171.101a",2003-02-27,431,"9015","TPL"
"90186759.100a",2003-02-27,211,"9230","Windscreen"
"90189160.100c",2003-02-27,348,"9409","Windscreen"
"40100375.101c",2003-02-28,211,"9559","Windscreen"
"70200822.101a",2003-02-28,144,"9618","Windscreen"
"70202111.100a",2003-02-28,4481,"8943","Damage"
"90101038.10a",2003-02-28,3503,"9134","TPL"
"90105206.101a",2003-02-28,897,"9162","TPL"
"90106324.100a",2003-02-28,199,"9841","Windscreen"
"90110907.101a",2003-02-28,62,"9319","TPL"
"90114336.100a",2003-02-28,257,"13646","Windscreen"
"90116664.102c",2003-02-28,338,"9167","TPL"
"90129163.101a",2003-02-28,99,"9236","TPL"
"90149228.100a",2003-02-28,897,"9266","TPL"
"90152780.100b",2003-02-28,0,"9292","TPL"
"90154613.100a",2003-02-28,293,"9099","Windscreen"
"90166153.100a",2003-02-28,249,"9693","TPL"
"90193093.100a",2003-02-28,443,"9153","Damage"
"30100030.101a",2003-03-01,260,"9313","TPL"
"70201117.101a",2003-03-01,579,"9349","Windscreen"
"90107148.100c",2003-03-01,4058,"9218","Damage"
"90127509.101b",2003-03-01,80,"9247","TPL"
"90127801.100b",2003-03-01,15,"9076","Damage"
"90138217.100a",2003-03-01,87,"9088","Damage"
"90145260.101c",2003-03-01,513,"9253","Theft"
"90145942.101a",2003-03-01,2310,"9187","Other"
"90146339.100a",2003-03-01,68,"9504","TPL"
"90146339.100a",2003-03-01,0,"13673","Windscreen"
"90146469.100a",2003-03-01,1591,"9280","TPL"
"90153795.100a",2003-03-01,500,"12101","Damage"
"90154356.100a",2003-03-01,296,"9214","Windscreen"
"90154890.100a",2003-03-01,1664,"9309","Damage"
"90154910.101a",2003-03-01,882,"9196","TPL"
"90156494.100a",2003-03-01,356,"9677","Windscreen"
"90159316.100b",2003-03-01,897,"9426","TPL"
"90171271.100a",2003-03-01,635,"10375","Windscreen"
"90172292.100a",2003-03-01,1121,"9087","TPL"
"90186004.101c",2003-03-01,4180,"9226","Damage"
"1007039.100a",2003-03-02,97,"9160","TPL"
"288.101b",2003-03-02,588,"9052","TPL"
"40202576.101a",2003-03-02,222,"9654","Windscreen"
"90104524.101a",2003-03-02,1280,"9150","TPL"
"90104658.103a",2003-03-02,144,"9653","Windscreen"
"90109710.101c",2003-03-02,554,"9350","TPL"
"90133793.100a",2003-03-02,2004,"9613","TPL"
"90135137.100a",2003-03-02,623,"9447","TPL"
"90146161.100a",2003-03-02,119,"9074","Windscreen"
"90149209.100a",2003-03-02,613,"9500","TPL"
"90177902.100a",2003-03-02,1891,"9646","TPL"
"90178004.100a",2003-03-02,31,"9176","TPL"
"90180312.100a",2003-03-02,698,"9421","TPL"
"10200364.101a",2003-03-03,1178,"9231","Damage"
"80100135.10b",2003-03-03,541,"9981","TPL"
"80100161.10c",2003-03-03,897,"9343","TPL"
"90104493.101a",2003-03-03,897,"9345","TPL"
"90106405.100a",2003-03-03,1121,"9664","TPL"
"90106745.100a",2003-03-03,284,"10204","Windscreen"
"90108280.101b",2003-03-03,49,"9199","TPL"
"90125164.100a",2003-03-03,931,"9663","TPL"
"90128662.102a",2003-03-03,888,"9170","TPL"
"90132153.101a",2003-03-03,1430,"9185","TPL"
"90132770.100a",2003-03-03,897,"9323","TPL"
"90146177.100a",2003-03-03,284,"9837","Windscreen"
"90147614.101b",2003-03-03,1121,"9357","TPL"
"90166910.101b",2003-03-03,178,"10184","Windscreen"
"90168111.100a",2003-03-03,897,"9989","TPL"
"90186897.100d",2003-03-03,263,"9220","TPL"
"90191915.100a",2003-03-03,337,"9460","Windscreen"
"1007002.101b",2003-03-04,322,"10489","Windscreen"
"80201168.101a",2003-03-04,335,"9600","TPL"
"90107374.101a",2003-03-04,517,"9401","TPL"
"90139827.100a",2003-03-04,266,"9433","Damage"
"90141302.100a",2003-03-04,0,"9316","TPL"
"90144624.101a",2003-03-04,704,"9397","TPL"
"90145520.101a",2003-03-04,238,"9936","Windscreen"
"90145795.101a",2003-03-04,897,"10308","TPL"
"90146210.100c",2003-03-04,897,"9340","TPL"
"90156386.100a",2003-03-04,525,"9585","Other"
"90160028.100a",2003-03-04,272,"9354","TPL"
"90164676.101b",2003-03-04,306,"9326","Windscreen"
"90168095.101a",2003-03-04,66,"9581","Damage"
"90170866.102a",2003-03-04,897,"9762","TPL"
"90186185.100a",2003-03-04,167,"9655","Windscreen"
"20100219.10a",2003-03-05,295,"9598","Theft"
"90110455.101a",2003-03-05,1664,"9508","Theft"
"90119152.101a",2003-03-05,11242,"9498","Theft"
"90154151.101a",2003-03-05,57,"9513","Other"
"90156863.101a",2003-03-05,4182,"9441","Damage"
"90160195.100a",2003-03-05,897,"9431","TPL"
"90165917.101a",2003-03-05,269,"12865","TPL"
"90167720.100b",2003-03-05,481,"9302","TPL"
"90174042.100b",2003-03-05,504,"9353","TPL"
"90179846.101a",2003-03-05,85,"9830","Windscreen"
"90180064.100a",2003-03-05,1985,"9451","TPL"
"90181770.101a",2003-03-05,0,"9258","Damage"
"90186888.101a",2003-03-05,955,"9423","TPL"
"90107971.101b",2003-03-06,762,"9334","TPL"
"90110452.101a",2003-03-06,2452,"9796","TPL"
"90137619.100a",2003-03-06,3397,"9541","TPL"
"90139012.100a",2003-03-06,897,"9439","TPL"
"90145851.100a",2003-03-06,1121,"10294","TPL"
"90157435.101a",2003-03-06,118,"9468","Windscreen"
"90171163.100a",2003-03-06,1216,"9344","TPL"
"90182429.100a",2003-03-06,470,"9245","Theft"
"90117554.100b",2003-03-07,6734,"9474","Damage"
"90130932.100c",2003-03-07,276,"9489","Windscreen"
"90144820.100a",2003-03-07,455,"9491","Theft"
"90157889.100a",2003-03-07,897,"9766","TPL"
"90158465.101a",2003-03-07,78,"11255","Windscreen"
"90160358.100b",2003-03-07,117,"9793","TPL"
"90167798.100a",2003-03-07,6681,"9332","Damage"
"90170786.101b",2003-03-07,3752,"9329","Damage"
"90180211.100a",2003-03-07,233,"10057","Damage"
"1001133.100b",2003-03-08,46,"9623","Windscreen"
"90108266.101a",2003-03-08,238,"9670","TPL"
"90113637.100a",2003-03-08,1530,"9626","Theft"
"90125583.100a",2003-03-08,262,"10191","Windscreen"
"90125583.100c",2003-03-08,92,"12423","Windscreen"
"90133450.100a",2003-03-08,798,"9608","Theft"
"90134669.100a",2003-03-08,143,"11423","Windscreen"
"90158962.100a",2003-03-08,65,"9639","TPL"
"90159145.100a",2003-03-08,2452,"9387","TPL"
"90160218.101a",2003-03-08,85,"9459","TPL"
"90160741.100a",2003-03-08,1128,"9538","TPL"
"90164454.100a",2003-03-08,214,"9945","Windscreen"
"90171821.101a",2003-03-08,155,"9368","TPL"
"90185806.100a",2003-03-08,686,"9869","TPL"
"10100101.100a",2003-03-09,1776,"9542","TPL"
"90103637.10a",2003-03-09,411,"10187","Windscreen"
"90106083.101a",2003-03-09,124,"10793","TPL"
"90111860.101a",2003-03-09,63,"10311","Windscreen"
"90119676.101c",2003-03-09,368,"9445","Windscreen"
"90134351.100b",2003-03-09,271,"9784","Damage"
"90139049.100a",2003-03-09,117,"9970","Windscreen"
"90171844.100a",2003-03-09,253,"9852","Windscreen"
"90182202.100a",2003-03-09,885,"9555","TPL"
"90194405.100a",2003-03-09,297,"9803","TPL"
"1007436.100a",2003-03-10,441,"9675","Windscreen"
"50100252.101a",2003-03-10,1121,"9631","TPL"
"90104560.101a",2003-03-10,2004,"9482","TPL"
"90108343.101a",2003-03-10,2731,"9539","TPL"
"90113760.101a",2003-03-10,376,"11420","Windscreen"
"90120965.101b",2003-03-10,412,"9831","Windscreen"
"90121251.101a",2003-03-10,168,"9503","TPL"
"90130954.100a",2003-03-10,341,"9671","TPL"
"90134321.100a",2003-03-10,205,"12188","Windscreen"
"90138522.100a",2003-03-10,6943,"9748","TPL"
"90166980.100a",2003-03-10,102,"9501","Windscreen"
"90186139.100a",2003-03-10,0,"9662","TPL"
"90187129.100a",2003-03-10,649,"9497","Theft"
"90187129.100b",2003-03-10,5709,"9888","Theft"
"90105084.101b",2003-03-11,129,"10128","Theft"
"90111280.100a",2003-03-11,2672,"9449","TPL"
"90113851.101b",2003-03-11,897,"9761","TPL"
"90121349.101a",2003-03-11,269,"9481","Windscreen"
"90125960.101c",2003-03-11,228,"9667","Windscreen"
"90145440.100a",2003-03-11,887,"9716","Damage"
"90155352.100a",2003-03-11,61,"13599","Windscreen"
"90156038.100a",2003-03-11,338,"10261","Windscreen"
"90159111.101a",2003-03-11,1473,"9512","TPL"
"90159131.100b",2003-03-11,1021,"9725","TPL"
"90175893.100a",2003-03-11,447,"10527","Windscreen"
"90180058.100a",2003-03-11,83,"10199","Windscreen"
"90102331.10b",2003-03-12,1805,"9774","TPL"
"90111175.101a",2003-03-12,218,"9636","Theft"
"90116359.101a",2003-03-12,140,"9678","Windscreen"
"90120980.101a",2003-03-12,348,"9624","TPL"
"90124595.100a",2003-03-12,145,"11135","Windscreen"
"90126136.101b",2003-03-12,2452,"9587","TPL"
"90133295.100a",2003-03-12,897,"9603","TPL"
"90146069.100a",2003-03-12,1866,"9615","TPL"
"90146796.100a",2003-03-12,492,"9568","TPL"
"90147873.101b",2003-03-12,230,"10314","Windscreen"
"90148488.100a",2003-03-12,186,"9723","Windscreen"
"90149173.100a",2003-03-12,602,"9772","TPL"
"90151354.100b",2003-03-12,240,"9883","TPL"
"90154866.100a",2003-03-12,83,"9657","Other"
"90169965.100a",2003-03-12,1556,"9681","TPL"
"90185226.100b",2003-03-12,1115,"9580","TPL"
"60200077.10c",2003-03-13,897,"9637","TPL"
"90118496.101a",2003-03-13,5774,"9868","Damage"
"90134361.100b",2003-03-13,468,"11436","Windscreen"
"90134812.101a",2003-03-13,0,"10041","TPL"
"90157515.100a",2003-03-13,117,"11144","Windscreen"
"90161362.100a",2003-03-13,528,"9778","TPL"
"90168497.100a",2003-03-13,523,"9985","Damage"
"90176792.100a",2003-03-13,72,"10026","TPL"
"90180135.100a",2003-03-13,1121,"9910","TPL"
