"IDpol","Year","Damage","Fire","Other","Theft","TPL","Windscreen"
"90106254.10a",2003,0,0,0,0,1,0
"90106282.10a",2003,0,0,0,0,1,0
"90106298.10c",2003,0,0,0,0,0,1
"90106306.102a",2003,0,0,0,0,1,0
"90106309.101a",2003,0,0,0,0,0,1
"90106324.100a",2003,0,0,0,0,0,1
"90106336.101a",2003,0,0,1,0,0,0
"90106347.100a",2003,0,0,0,0,1,0
"90106349.101a",2003,0,0,0,0,2,0
"90106376.101a",2003,0,0,0,0,0,1
"90106393.102a",2003,0,0,0,0,0,1
"90106404.100a",2003,0,0,0,0,1,0
"90106405.100a",2003,0,0,0,0,1,0
"90106427.101a",2003,0,0,0,0,0,1
"90106745.100a",2003,0,0,0,0,0,1
"90106752.10a",2003,0,0,0,0,1,0
"90106786.100a",2003,0,0,0,1,0,0
"90106797.10a",2003,0,0,0,0,1,0
"90106813.10a",2003,1,0,0,0,0,0
"90106814.10b",2003,0,0,0,0,1,0
"90106843.10d",2003,0,0,0,0,1,0
"90106906.10a",2003,0,0,0,0,0,1
"90106908.10a",2003,0,0,0,0,1,0
"90107138.100a",2003,0,0,0,0,0,1
"90107138.101b",2003,0,0,0,0,1,0
"90107141.101a",2003,0,0,0,0,0,1
"90107148.100a",2003,0,0,0,0,1,0
"90107148.100c",2003,1,0,0,0,0,0
"90107155.101a",2003,0,0,1,0,1,0
"90107155.101b",2003,0,0,0,0,0,1
"90107352.101a",2003,0,0,0,0,1,0
"90107373.101a",2003,1,0,0,0,0,1
"90107374.101a",2003,0,0,0,0,2,0
"90107378.101a",2003,0,0,0,0,1,0
"90107391.100a",2003,0,0,0,0,1,0
"90107834.10a",2003,0,0,0,0,1,0
"90107853.101a",2003,1,0,0,1,0,1
"90107860.103a",2003,0,0,0,0,0,1
"90107861.101a",2003,0,0,0,0,1,0
"90107872.101b",2003,0,0,0,0,1,0
"90107873.101d",2003,0,0,0,0,1,0
"90107949.101a",2003,1,0,0,0,0,0
"90107951.101a",2003,0,0,0,0,1,0
"90107971.101c",2003,0,0,0,0,2,0
"90107990.101a",2003,0,0,0,0,1,0
"90107991.101a",2003,0,0,0,1,0,2
"90108000.101a",2003,0,0,0,0,1,0
"90108011.101c",2003,0,0,0,0,1,0
"90108016.101a",2003,0,0,0,0,0,1
"90108039.101b",2003,0,0,0,0,0,1
"90108065.102c",2003,0,0,0,0,1,0
"90108066.101a",2003,1,0,0,0,0,0
"90108074.101a",2003,0,0,0,0,1,0
"90108088.100b",2003,1,0,0,0,0,0
"90108093.101a",2003,0,0,0,0,0,1
"90108120.100a",2003,0,0,0,1,0,0
"90108128.101a",2003,0,0,0,0,1,0
"90108240.101a",2003,0,0,0,0,1,0
"90108241.101b",2003,0,0,0,0,1,0
"90108242.101a",2003,0,0,0,0,1,0
"90108255.101b",2003,0,0,0,0,1,0
"90108266.101a",2003,0,0,0,0,1,0
"90108279.100c",2003,0,0,0,0,1,0
"90108280.101a",2003,0,0,0,0,1,0
"90108307.100a",2003,0,0,0,0,1,0
"90108339.100a",2003,0,0,0,0,1,0
"90108343.101b",2003,0,0,0,0,1,0
"90108349.100b",2003,0,0,0,0,1,0
"90108376.100a",2003,0,0,0,0,1,0
"90108433.100b",2003,1,0,0,0,0,0
"90108435.101a",2003,0,0,0,0,1,0
"90108435.101d",2003,0,0,0,0,1,0
"90108446.100a",2003,0,0,0,0,1,1
"90108462.101a",2003,0,0,0,0,1,0
"90108533.100a",2003,0,0,0,0,0,1
"90108572.101a",2003,0,0,0,0,1,0
"90108644.100a",2003,0,0,0,0,0,1
"90108658.101a",2003,0,0,0,0,2,0
"90108665.100b",2003,0,0,0,0,0,1
"90108672.101a",2003,0,0,0,0,1,0
"90108677.101a",2003,0,0,0,0,1,0
"90108681.101a",2003,0,0,0,0,0,1
"90108689.101a",2003,0,0,0,0,2,0
"90108741.101a",2003,0,0,0,0,0,1
"90108760.10a",2003,0,0,0,0,1,0
"90108813.101a",2003,0,0,0,0,0,1
"90108818.101a",2003,0,0,0,0,0,1
"90108851.101a",2003,0,0,0,0,1,0
"90108859.100b",2003,0,0,0,0,0,1
"90108868.100b",2003,0,0,0,0,1,0
"90108869.101a",2003,0,0,0,0,1,0
"90108881.100a",2003,0,0,0,0,1,0
"90108905.101b",2003,0,0,0,0,0,1
"90108922.101a",2003,0,0,0,0,1,0
"90108926.101a",2003,1,0,0,0,1,0
"90109037.101a",2003,0,0,0,0,1,1
"90109058.101b",2003,0,0,0,0,1,0
"90109070.101a",2003,0,0,0,0,1,0
"90109081.101a",2003,0,0,0,0,0,1
"90109083.101a",2003,0,0,1,0,0,0
"90109084.101a",2003,1,0,0,0,1,0
"90109099.101b",2003,0,0,0,0,0,1
"90109103.101a",2003,0,0,0,0,1,0
"90109134.100a",2003,0,0,1,0,0,0
"90109134.10b",2003,0,0,0,0,1,1
"90109144.10a",2003,0,0,0,0,0,1
"90109178.101b",2003,0,0,0,0,0,1
"90109356.102a",2003,0,0,0,0,0,1
"90109386.101a",2003,0,0,0,0,1,0
"90109440.101a",2003,0,0,0,0,1,0
"90109447.101a",2003,0,0,0,0,1,0
"90109458.100a",2003,0,0,0,0,0,1
"90109476.101a",2003,1,0,0,0,0,0
"90109478.100a",2003,0,0,1,0,0,0
"90109479.102a",2003,0,0,0,0,0,1
"90109497.101b",2003,0,0,0,1,0,1
"90109510.100b",2003,0,0,0,0,1,0
"90109511.101a",2003,0,0,0,0,0,1
"90109517.101a",2003,0,0,0,0,1,0
"90109524.101a",2003,0,0,0,0,0,1
"90109578.101a",2003,0,0,0,0,1,0
"90109580.101a",2003,0,0,0,1,0,0
"90109639.101a",2003,1,0,0,0,0,0
"90109674.102b",2003,0,0,0,0,1,0
"90109677.101a",2003,0,0,0,0,0,1
"90109710.101a",2003,0,0,0,0,1,0
"90109710.101d",2003,0,0,0,0,1,0
"90109725.100a",2003,0,0,0,0,0,1
"90110130.101a",2003,0,0,0,0,0,1
"90110150.101a",2003,0,0,0,0,0,1
"90110334.10a",2003,0,0,0,0,1,1
"90110355.10a",2003,0,0,0,0,1,0
"90110366.10a",2003,0,0,0,0,1,0
"90110381.101a",2003,0,0,0,0,1,0
"90110407.101a",2003,0,0,0,1,0,0
"90110418.101a",2003,0,0,0,0,0,1
"90110421.101b",2003,1,0,0,0,0,0
"90110429.100a",2003,0,0,0,0,0,1
"90110448.101b",2003,0,0,0,0,1,0
"90110452.101a",2003,0,0,0,0,1,0
"90110455.101a",2003,0,0,0,1,0,0
"90110456.101a",2003,1,0,0,0,0,0
"90110650.101a",2003,0,0,0,0,1,0
"90110664.101a",2003,0,0,0,0,1,0
"90110685.106a",2003,0,0,0,1,0,0
"90110722.100a",2003,1,0,0,0,0,0
"90110726.100c",2003,0,0,0,0,1,0
"90110838.100b",2003,0,0,0,0,1,0
"90110846.101b",2003,1,0,0,0,0,1
"90110856.101a",2003,0,0,0,0,1,0
"90110858.103b",2003,0,0,0,0,1,0
"90110859.100a",2003,0,0,0,0,0,1
"90110864.101a",2003,1,0,0,0,0,1
"90110868.101a",2003,0,0,0,0,1,0
"90110884.101a",2003,0,0,0,0,1,0
"90110884.101c",2003,0,0,0,0,1,0
"90110889.101a",2003,0,0,0,0,1,0
"90110896.101a",2003,0,0,0,0,1,0
"90110899.100a",2003,1,0,0,0,0,0
"90110902.101b",2003,0,0,0,0,1,0
"90110907.101a",2003,0,0,0,0,1,0
"90110909.102b",2003,0,0,0,0,1,0
"90110913.101a",2003,0,0,0,0,1,1
"90110914.102a",2003,0,0,0,0,1,0
"90110915.101b",2003,0,0,0,0,0,1
"90110937.100b",2003,0,0,0,0,1,0
"90110950.102a",2003,1,0,0,0,0,0
"90110968.100a",2003,0,0,0,0,0,1
"90110986.100a",2003,0,0,0,0,1,0
"90110986.100c",2003,0,0,0,0,1,0
"90110995.101a",2003,1,0,0,0,0,0
"90111009.102a",2003,0,0,0,0,1,0
"90111141.101a",2003,0,0,0,0,1,0
"90111159.101a",2003,0,0,1,0,0,0
"90111161.101a",2003,0,0,0,0,1,0
"90111164.101a",2003,0,0,0,0,0,1
"90111175.101a",2003,0,0,0,1,0,0
"90111189.101a",2003,0,0,0,0,0,1
"90111190.101a",2003,1,0,0,0,0,0
"90111197.101a",2003,0,0,0,0,1,0
"90111200.101b",2003,0,0,0,0,0,1
"90111234.10a",2003,0,0,0,0,1,0
"90111238.10b",2003,0,0,0,0,0,1
"90111244.10a",2003,1,0,0,0,0,0
"90111244.10b",2003,0,0,1,0,0,0
"90111260.10a",2003,1,0,0,0,0,0
"90111273.101a",2003,0,0,0,0,0,1
"90111280.100a",2003,0,0,0,0,1,0
"90111311.101a",2003,1,0,0,0,0,0
"90111314.101a",2003,0,0,0,0,2,0
"90111318.102a",2003,1,0,0,0,0,1
"90111318.102b",2003,0,0,0,0,1,0
"90111332.10b",2003,0,0,0,1,0,0
"90111342.10a",2003,0,0,1,0,0,0
"90111349.10a",2003,1,0,0,0,0,0
"90111356.10a",2003,0,0,0,0,0,1
"90111360.100c",2003,0,0,0,0,0,1
"90111380.100a",2003,0,0,0,0,1,0
"90111381.101d",2003,0,0,0,0,0,1
"90111389.101b",2003,0,0,0,0,1,0
"90111449.101c",2003,0,0,0,0,1,0
"90111450.102a",2003,0,0,0,0,0,1
"90111453.10a",2003,1,0,0,0,1,0
"90111464.10a",2003,0,0,0,0,1,0
"90111473.100b",2003,0,0,0,0,0,1
"90111488.101a",2003,0,0,0,0,1,1
"90111490.101a",2003,0,0,0,0,1,0
"90111498.100a",2003,0,0,0,0,1,0
"90111503.101a",2003,0,0,0,0,1,0
"90111508.101a",2003,0,0,0,0,0,1
"90111511.101a",2003,0,0,0,2,0,0
"90111512.101a",2003,0,0,0,0,1,1
"90111529.101a",2003,0,0,0,0,0,1
"90111548.101a",2003,0,0,0,0,1,0
"90111560.101a",2003,0,0,0,0,1,1
"90111561.101b",2003,0,0,0,0,0,1
"90111568.100a",2003,0,0,0,0,0,2
"90111572.101c",2003,1,0,0,0,0,0
"90111580.101a",2003,1,0,0,0,0,0
"90111599.101b",2003,0,0,0,0,1,0
"90111635.100a",2003,0,0,0,0,0,1
"90111636.101a",2003,0,0,0,0,1,0
"90111652.101a",2003,0,0,0,0,1,0
"90111656.100a",2003,0,0,0,0,1,0
"90111667.101b",2003,1,0,0,0,0,0
"90111675.101a",2003,0,0,1,0,0,0
"90111686.101a",2003,0,0,0,0,1,0
"90111733.101b",2003,0,0,0,0,0,1
"90111752.101b",2003,0,0,0,0,0,1
"90111771.100a",2003,0,0,0,0,0,1
"90111785.101a",2003,0,1,0,0,0,0
"90111848.100a",2003,0,0,0,0,1,0
"90111860.101a",2003,0,0,0,0,0,1
"90111864.100a",2003,0,0,1,0,0,0
"90111865.101c",2003,0,0,0,0,0,1
"90112034.102b",2003,0,0,0,0,1,0
"90112130.10a",2003,0,0,0,0,1,0
"90112158.100a",2003,0,0,0,1,0,0
"90112231.101a",2003,1,0,0,0,0,0
"90112238.101a",2003,0,0,0,0,0,1
"90112238.101b",2003,0,0,0,0,1,1
"90112246.101a",2003,0,0,0,0,1,0
"90112260.101a",2003,0,0,0,0,1,0
"90112275.101a",2003,0,0,0,0,0,1
"90112433.101a",2003,0,0,0,0,1,0
"90112464.101a",2003,0,0,0,0,1,0
"90112488.101a",2003,0,0,0,0,0,1
"90112504.101c",2003,0,0,0,0,0,1
"90112542.101a",2003,0,0,0,0,0,1
"90112548.100a",2003,0,0,0,0,0,1
"90112582.101b",2003,0,0,0,0,0,1
"90112649.100a",2003,0,0,0,0,1,0
"90112650.101a",2003,0,0,0,0,0,1
"90112657.101a",2003,0,0,0,0,0,1
"90113038.101a",2003,0,0,0,0,1,0
"90113045.101b",2003,0,0,0,0,1,0
"90113046.100a",2003,0,0,0,0,1,0
"90113048.101b",2003,0,0,0,0,0,1
"90113052.101a",2003,0,0,0,0,0,1
"90113339.101a",2003,1,0,0,0,1,0
"90113342.101b",2003,0,0,0,0,0,1
"90113345.101a",2003,0,0,0,0,1,1
"90113364.101b",2003,0,0,0,0,1,0
"90113379.101a",2003,0,0,0,0,1,0
"90113381.101a",2003,0,0,0,0,0,1
"90113382.100b",2003,0,0,0,0,1,0
"90113382.102a",2003,0,0,0,0,1,0
"90113441.102b",2003,0,0,0,0,0,1
"90113443.101c",2003,0,0,0,0,1,0
"90113637.100a",2003,0,0,0,1,0,0
"90113640.101a",2003,0,0,0,0,0,1
"90113661.101a",2003,0,0,0,0,1,0
"90113742.101a",2003,0,0,0,0,0,1
"90113745.101a",2003,0,0,0,0,1,0
"90113748.102a",2003,0,0,0,0,1,0
"90113760.101a",2003,0,0,0,0,0,1
"90113770.102a",2003,0,0,0,0,0,1
"90113776.101b",2003,0,0,0,0,0,1
"90113781.101b",2003,0,0,0,0,1,0
"90113786.101a",2003,0,0,0,0,0,1
"90113831.101b",2003,0,0,0,0,0,1
"90113837.101a",2003,0,0,0,0,1,1
"90113851.101b",2003,0,0,0,0,1,0
"90113937.101a",2003,0,0,0,0,2,0
"90113938.100a",2003,0,0,0,0,1,0
"90113938.101a",2003,0,0,0,0,1,0
"90113945.101b",2003,0,0,0,0,1,0
"90113946.101a",2003,0,0,0,0,1,0
"90113968.101b",2003,0,0,0,0,1,0
"90114038.100e",2003,0,0,0,0,0,1
"90114131.101a",2003,0,0,0,0,1,0
"90114134.101a",2003,0,0,0,0,0,1
"90114336.100a",2003,0,0,0,0,0,1
"90114354.100a",2003,0,0,0,0,0,1
"90114358.102a",2003,0,0,0,0,1,0
"90114364.101a",2003,0,0,0,0,1,0
"90114434.102c",2003,0,0,0,0,1,0
"90114442.101a",2003,0,0,0,0,0,1
"90114445.101a",2003,0,0,0,0,1,0
"90114445.101c",2003,0,0,0,0,1,0
"90114452.101b",2003,0,0,0,0,1,0
"90114542.101a",2003,1,0,0,0,0,0
"90114542.101b",2003,1,0,0,0,0,0
"90114546.101a",2003,0,0,0,0,1,0
"90115230.102b",2003,0,0,0,0,0,1
"90115231.103a",2003,0,0,0,0,0,1
"90115231.103b",2003,0,0,0,0,1,0
"90115330.101a",2003,0,0,0,0,0,1
"90115861.101a",2003,0,0,0,0,0,1
"90115870.101a",2003,0,0,0,0,1,1
"90115877.101b",2003,0,0,0,0,1,0
"90115954.102a",2003,0,0,0,0,1,0
"90115958.101a",2003,0,0,0,0,0,1
"90115980.102a",2003,0,0,0,0,0,1
"90115983.101b",2003,0,0,0,0,0,1
"90116048.101a",2003,0,0,0,0,1,0
"90116052.101a",2003,0,0,0,0,1,0
"90116069.100b",2003,0,0,0,0,1,0
"90116069.102b",2003,0,0,0,0,1,0
"90116081.101a",2003,0,0,0,0,0,1
"90116147.101b",2003,0,0,0,0,1,0
"90116161.101a",2003,0,0,0,0,1,0
"90116166.101b",2003,0,0,0,0,0,1
"90116357.101a",2003,0,0,0,0,0,1
"90116359.101a",2003,0,0,0,0,0,1
"90116364.101a",2003,0,0,0,0,0,1
"90116450.101a",2003,0,0,0,0,1,0
"90116466.101a",2003,0,0,0,0,1,0
"90116469.101b",2003,0,0,0,0,1,0
"90116481.101a",2003,0,0,0,0,1,0
"90116490.101c",2003,0,0,0,0,1,0
"90116552.100b",2003,0,0,0,1,0,0
"90116563.100c",2003,0,0,0,0,1,0
"90116664.102a",2003,1,0,0,0,1,0
"90116759.101b",2003,0,0,0,0,1,0
"90116848.101a",2003,0,0,0,0,1,0
"90116849.102a",2003,0,0,0,0,1,0
"90116851.101a",2003,0,0,0,0,1,0
"90116863.102f",2003,0,0,0,0,0,1
"90116866.101b",2003,1,0,0,0,0,0
"90117154.100a",2003,0,0,0,0,0,1
"90117168.101a",2003,0,0,0,0,0,1
"90117554.100b",2003,1,0,0,0,0,0
"90117751.100b",2003,0,0,1,0,0,0
"90117859.101b",2003,0,0,0,0,0,1
"90117966.100a",2003,0,0,0,0,1,0
"90117971.101b",2003,0,0,0,0,0,1
"90117972.102a",2003,0,0,0,0,1,0
"90117972.102b",2003,0,0,0,0,1,0
"90117973.101b",2003,0,0,0,0,0,1
"90117976.101a",2003,1,0,0,0,0,0
"90117981.101a",2003,0,0,0,0,1,0
"90117997.101a",2003,0,0,0,0,0,1
"90118063.101b",2003,0,0,0,0,1,0
"90118248.101b",2003,0,0,0,0,0,1
"90118250.101b",2003,0,0,0,0,1,0
"90118265.101a",2003,0,0,0,0,1,0
"90118450.101a",2003,0,0,0,0,1,0
"90118458.101b",2003,0,0,0,0,1,0
"90118460.101b",2003,0,0,0,1,0,0
"90118463.101a",2003,0,0,0,1,0,0
"90118472.101a",2003,0,0,0,0,1,0
"90118474.101a",2003,1,0,0,0,0,0
"90118496.101b",2003,1,0,0,0,0,0
"90118550.101b",2003,0,0,0,0,1,0
"90118747.101b",2003,0,0,0,0,1,0
"90118748.101b",2003,0,0,0,0,1,0
"90118767.101a",2003,0,0,0,0,1,0
"90119058.101b",2003,0,0,0,0,0,1
"90119070.101c",2003,0,0,0,0,1,0
"90119079.101b",2003,0,0,0,0,1,0
"90119148.101a",2003,0,0,0,0,0,1
"90119152.101a",2003,0,0,0,1,0,0
"90119164.101a",2003,0,0,0,0,0,1
"90119166.101a",2003,0,0,0,1,0,0
"90119178.101a",2003,0,0,0,0,0,1
"90119181.101a",2003,0,0,0,0,0,1
"90119184.101b",2003,0,0,0,0,0,1
"90119186.101b",2003,0,0,0,0,1,0
"90119189.101a",2003,0,0,0,0,0,1
"90119190.102a",2003,0,0,0,0,0,1
"90119192.101a",2003,0,0,0,0,1,0
"90119246.101a",2003,0,0,0,0,1,0
"90119246.101b",2003,0,0,0,0,1,0
"90119253.101a",2003,0,0,0,0,1,1
"90119269.100a",2003,0,0,0,0,1,1
"90119358.101a",2003,0,0,0,1,0,0
"90119368.101b",2003,1,0,0,0,0,0
"90119459.101a",2003,0,0,0,1,0,0
"90119461.100a",2003,0,0,0,0,0,1
"90119656.102a",2003,0,0,0,0,1,0
"90119665.101a",2003,0,0,0,0,0,1
"90119667.101a",2003,0,0,0,0,0,1
"90119669.101b",2003,0,0,0,0,1,0
"90119676.101b",2003,0,0,0,0,0,1
"90119953.100b",2003,1,0,0,0,0,0
"90119955.101b",2003,0,0,0,1,0,0
"90120149.101a",2003,1,0,0,0,0,0
"90120153.101c",2003,0,0,0,0,0,1
"90120169.101a",2003,0,0,0,0,0,1
"90120249.100a",2003,0,0,0,0,0,1
"90120250.100a",2003,0,0,0,0,1,0
"90120251.100a",2003,0,0,0,0,0,1
"90120252.101b",2003,0,0,0,0,0,1
"90120253.101b",2003,0,0,0,0,0,1
"90120370.103a",2003,0,0,0,0,0,1
"90120371.100a",2003,0,0,0,0,1,0
"90120468.102a",2003,0,0,0,0,1,0
"90120477.101a",2003,0,0,0,0,1,0
"90120546.101a",2003,1,0,0,0,0,0
"90120556.101b",2003,0,0,0,0,0,1
"90120749.100b",2003,0,0,0,0,1,0
"90120756.101a",2003,0,0,0,1,0,0
"90120760.101c",2003,0,0,0,0,1,0
"90120946.101a",2003,0,0,0,0,1,0
"90120959.100b",2003,0,0,0,0,1,0
"90120964.100a",2003,0,0,0,0,1,0
"90120965.101b",2003,0,0,0,0,0,1
"90120966.101b",2003,0,0,0,0,1,0
"90120966.102a",2003,0,0,0,0,1,0
"90120980.101a",2003,0,0,0,0,1,0
"90121248.101b",2003,0,0,0,0,1,0
"90121251.101b",2003,0,0,0,0,1,0
"90121255.101a",2003,0,0,0,0,0,1
"90121259.101b",2003,0,0,0,0,1,0
"90121349.101a",2003,0,0,0,0,0,1
"90121353.101b",2003,0,0,0,0,0,1
"90121358.101a",2003,0,0,0,0,1,1
"90121561.101a",2003,0,0,0,0,1,0
"90121649.102b",2003,0,0,0,0,1,0
"90121746.100b",2003,0,0,0,0,1,0
"90121951.101a",2003,0,0,0,0,0,1
"90121951.101b",2003,0,0,0,0,1,0
"90121952.101b",2003,0,0,0,0,0,1
"90122248.101a",2003,0,0,0,0,2,0
"90122250.101b",2003,1,0,0,0,1,0
"90122962.101a",2003,0,0,0,0,2,0
"90122963.101b",2003,0,0,0,0,2,0
"90122968.100a",2003,0,0,1,0,0,0
"90122983.101a",2003,0,0,0,0,1,0
"90123558.101a",2003,0,0,0,0,0,1
"90123573.101a",2003,0,0,0,0,1,0
"90123575.101a",2003,1,0,0,0,0,0
"90123583.101a",2003,0,0,0,0,0,1
"90123956.101a",2003,0,0,0,0,1,0
"90123957.101a",2003,0,0,0,0,0,2
"90124455.101b",2003,1,0,0,0,0,0
"90124456.101a",2003,0,0,0,0,0,1
"90124463.101a",2003,0,0,0,0,0,1
"90124464.101a",2003,0,0,0,0,1,0
"90124464.101b",2003,0,0,0,0,0,1
"90124465.101a",2003,0,0,0,1,0,0
"90124561.101a",2003,0,0,0,0,1,1
"90124575.101a",2003,0,0,0,0,0,1
"90124577.102a",2003,0,0,0,0,0,1
"90124579.101b",2003,0,0,0,0,1,0
"90124595.100b",2003,0,0,0,0,0,1
"90124660.101a",2003,0,0,0,0,0,1
"90124674.101b",2003,0,0,0,0,1,0
"90124682.101a",2003,0,0,0,1,0,0
"90124686.101a",2003,0,0,0,0,1,0
"90124687.101a",2003,0,0,0,0,1,0
"90124697.101a",2003,0,0,0,0,0,1
"90124767.101a",2003,0,0,0,0,0,1
"90124768.101d",2003,0,0,0,0,1,0
"90124772.100a",2003,0,0,0,0,1,0
"90124780.100a",2003,0,0,0,0,0,1
"90124788.101a",2003,0,0,0,0,0,1
"90124794.101a",2003,0,0,0,0,1,0
"90124796.103b",2003,0,0,0,0,1,0
"90124798.101a",2003,1,0,0,0,0,0
"90124801.101a",2003,0,0,0,0,1,0
"90124854.101a",2003,0,0,0,0,0,1
"90124862.102a",2003,0,0,0,0,0,1
"90124873.103a",2003,0,0,0,0,1,0
"90124874.101a",2003,0,0,0,0,1,0
"90124885.101a",2003,1,0,0,0,0,0
"90124889.101a",2003,0,0,0,0,1,0
"90124893.101a",2003,0,0,0,0,1,0
"90124894.101a",2003,0,0,0,0,0,1
"90124896.101c",2003,0,0,0,0,1,0
"90124966.101a",2003,0,0,0,0,1,0
"90124966.101b",2003,0,0,0,0,1,0
"90124986.101c",2003,0,0,0,0,1,0
"90124994.101a",2003,0,0,0,0,1,0
"90125000.100a",2003,0,0,0,0,0,1
"90125009.101a",2003,0,0,0,0,1,0
"90125067.101a",2003,0,0,0,0,1,0
"90125164.100a",2003,0,0,0,0,1,0
"90125167.101a",2003,0,0,0,0,1,0
"90125171.102a",2003,1,0,0,0,0,1
"90125259.101a",2003,0,0,0,0,1,0
"90125269.101a",2003,0,0,0,0,1,0
"90125354.101a",2003,0,0,0,0,0,1
"90125465.101a",2003,0,0,0,0,0,1
"90125466.101a",2003,0,0,0,0,0,1
"90125469.101a",2003,0,0,0,0,1,0
"90125476.101a",2003,0,0,0,0,0,1
"90125552.101b",2003,0,0,0,0,1,0
"90125553.101b",2003,0,0,0,0,1,0
"90125557.100a",2003,0,0,0,0,0,1
"90125574.101a",2003,0,0,0,1,0,0
"90125583.100b",2003,0,0,0,0,0,1
"90125583.100c",2003,0,0,0,0,0,1
"90125682.101c",2003,0,0,0,0,1,0
"90125752.100b",2003,0,0,0,0,1,0
"90125760.101b",2003,0,0,0,0,1,0
"90125761.102a",2003,0,0,0,0,2,0
"90125772.101a",2003,0,0,0,0,1,0
"90125779.101b",2003,0,0,0,0,1,0
"90125793.101a",2003,0,0,0,0,1,1
"90125857.101a",2003,0,0,0,1,0,0
"90125953.102a",2003,0,0,0,0,1,0
"90125954.101a",2003,0,0,0,0,0,1
"90125960.101a",2003,1,0,0,0,0,0
"90125960.101c",2003,0,0,0,0,0,1
"90125976.100a",2003,0,0,0,0,1,0
"90125979.101b",2003,0,0,0,0,1,0
"90125989.102a",2003,1,0,0,0,0,1
"90125993.100a",2003,0,0,0,0,0,1
"90125996.100b",2003,0,0,0,0,1,0
"90125997.102a",2003,0,0,0,0,1,0
"90126000.101a",2003,0,0,0,0,1,0
"90126004.101a",2003,0,0,0,0,1,0
"90126010.102b",2003,0,0,0,0,0,1
"90126021.101a",2003,0,0,0,0,1,0
"90126030.101b",2003,0,0,0,0,0,1
"90126039.101a",2003,0,0,0,0,0,1
"90126040.100b",2003,0,0,0,0,2,0
"90126044.103a",2003,0,0,0,0,0,1
"90126058.100b",2003,0,0,0,0,1,0
"90126061.101a",2003,0,0,0,0,1,0
"90126067.101a",2003,0,0,0,0,1,1
"90126074.101a",2003,0,0,0,0,0,1
"90126102.101b",2003,0,0,0,0,0,1
"90126111.100a",2003,0,0,0,0,0,1
"90126118.101a",2003,0,0,0,0,0,1
"90126123.102a",2003,0,0,0,0,0,1
"90126129.101a",2003,0,0,0,0,0,1
"90126133.101b",2003,0,0,0,0,0,1
"90126136.101b",2003,0,0,0,0,1,0
"90126140.101a",2003,0,0,0,0,1,0
"90126140.101c",2003,0,0,0,1,0,0
"90126271.101b",2003,0,0,0,0,0,1
"90126290.101a",2003,0,0,0,0,0,1
"90126301.101b",2003,0,0,0,0,0,1
"90126359.102a",2003,0,0,0,0,1,0
"90126360.101a",2003,0,0,0,0,1,0
"90126375.101b",2003,0,0,0,0,0,1
"90126375.101c",2003,0,0,0,1,0,0
"90126381.101a",2003,0,0,0,0,1,0
"90126475.101a",2003,0,0,0,0,0,1
"90126480.101a",2003,1,0,0,0,0,0
"90126491.101b",2003,0,0,0,0,1,1
"90126492.102c",2003,0,0,0,0,1,0
"90126553.100a",2003,0,0,0,0,1,0
"90126658.101b",2003,0,0,0,0,1,0
"90126662.101a",2003,0,1,0,0,0,0
"90126672.100a",2003,0,0,0,0,0,1
"90126684.102a",2003,1,0,0,0,0,0
"90126687.100b",2003,0,0,0,0,1,0
"90126700.100b",2003,0,0,0,0,1,0
"90126705.101a",2003,0,0,0,0,1,0
"90126712.100a",2003,0,0,0,0,2,0
"90126715.101a",2003,0,0,0,0,0,1
"90126727.101a",2003,0,0,0,0,1,0
"90126729.104a",2003,0,0,0,0,1,0
"90126734.100c",2003,0,0,0,0,1,0
"90126744.101d",2003,0,0,0,0,0,1
"90126762.101a",2003,1,0,0,0,0,0
"90126764.101a",2003,0,0,0,0,0,1
"90126766.101a",2003,1,0,0,0,0,0
"90126803.101a",2003,0,0,0,0,0,1
"90126860.101a",2003,0,0,0,0,1,0
"90126960.100a",2003,0,0,0,0,0,1
"90126974.100a",2003,0,0,0,0,0,1
"90126974.101a",2003,1,0,0,0,0,0
"90126974.101b",2003,0,0,0,0,0,1
"90126988.100b",2003,0,0,0,0,0,1
"90126992.103a",2003,0,0,0,0,0,1
"90127058.101b",2003,0,0,0,0,0,1
"90127058.101c",2003,1,0,0,0,0,0
"90127066.101a",2003,0,0,0,0,0,1
"90127085.100a",2003,0,0,0,1,1,0
"90127096.102a",2003,0,0,0,0,0,1
"90127099.101a",2003,0,0,0,0,1,0
"90127107.102a",2003,0,0,0,0,1,0
"90127112.101a",2003,0,0,0,0,0,1
"90127130.101b",2003,0,0,0,0,0,1
"90127139.102a",2003,0,0,0,0,1,0
"90127139.102b",2003,0,0,0,0,0,1
"90127162.101b",2003,0,0,0,0,0,1
"90127172.101a",2003,0,0,0,0,1,0
"90127255.101a",2003,0,0,0,0,0,1
"90127255.101b",2003,0,0,0,0,1,0
"90127258.101a",2003,0,0,0,0,1,0
"90127278.101a",2003,0,0,0,0,0,1
"90127287.101a",2003,0,0,0,0,1,0
"90127296.100b",2003,0,0,0,0,1,0
"90127308.101a",2003,0,0,0,0,0,1
"90127323.101a",2003,0,0,0,0,0,1
"90127356.101d",2003,1,0,0,0,0,0
"90127360.101a",2003,0,0,0,0,0,1
"90127369.101a",2003,0,0,0,0,0,1
"90127483.101c",2003,0,0,0,0,0,1
"90127487.101a",2003,0,0,0,0,0,1
"90127496.100a",2003,0,0,0,0,1,0
